id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
588963,Landing Page Submission,Direct Traffic,Yes,No,0,4.0,499,4.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
628062,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
580094,Landing Page Submission,Direct Traffic,No,No,0,4.0,140,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,13.0,20.0,Yes
581077,Landing Page Submission,Direct Traffic,No,No,0,4.0,95,4.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,19.0,Yes
592726,API,Google,No,No,0,6.0,1135,3.0,Email Opened,,,No,No,No,No,No,No,,,No
591603,API,Google,No,No,0,2.0,42,2.0,Chat Conversation,,,No,No,No,No,No,No,13.0,15.0,No
634986,API,Google,No,No,0,4.0,339,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
656504,Landing Page Submission,Google,No,No,0,5.0,1469,2.5,Email Link Clicked,Rural and Agribusiness,,No,No,No,No,No,No,15.0,15.0,No
594936,Landing Page Submission,Google,No,No,1,3.0,620,1.5,SMS Sent,IT Projects Management,Working Professional,No,No,No,No,No,No,,,Yes
631079,API,Chat,No,No,0,3.0,361,1.5,Email Link Clicked,Supply Chain Management,,No,No,No,No,No,No,,,No
589424,API,Organic Search,No,No,1,5.0,930,5.0,Page Visited on Website,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,15.0,11.0,No
590295,Landing Page Submission,Direct Traffic,No,No,0,3.0,317,3.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,13.0,17.0,Yes
601368,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
639120,API,Google,No,No,1,5.0,908,1.67,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
614132,Landing Page Submission,Google,No,No,1,9.0,185,3.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
583649,Landing Page Submission,Google,Yes,No,0,11.0,190,3.67,Page Visited on Website,IT Projects Management,Unemployed,No,No,No,No,No,No,18.0,15.0,Yes
609072,Landing Page Submission,Google,No,No,1,3.0,380,3.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,,,No
590676,API,Google,No,No,0,3.0,140,1.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
629616,Landing Page Submission,Direct Traffic,No,No,0,2.0,78,2.0,Email Opened,Marketing Management,,No,No,No,No,No,No,,,Yes
585392,Landing Page Submission,Direct Traffic,No,No,1,2.0,1486,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,19.0,Yes
646645,Landing Page Submission,Direct Traffic,No,No,0,2.0,19,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
637256,API,Direct Traffic,No,No,0,25.0,67,3.57,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
603833,Landing Page Submission,Direct Traffic,No,No,0,2.0,87,2.0,Email Link Clicked,Select,,No,No,No,No,No,No,,,No
604023,Landing Page Submission,Direct Traffic,No,No,0,5.0,261,5.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
620147,API,Google,No,No,0,3.0,51,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
632435,Landing Page Submission,Google,No,No,1,5.0,129,2.5,Form Submitted on Website,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
589021,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
605839,API,Organic Search,Yes,No,0,8.0,40,8.0,SMS Sent,,,No,No,No,No,No,No,,,No
588601,Landing Page Submission,Direct Traffic,No,No,0,2.0,467,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
618401,Landing Page Submission,Google,No,No,1,4.0,1107,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
589223,Landing Page Submission,Direct Traffic,No,No,1,3.0,1053,3.0,Email Opened,Operations Management,Working Professional,No,No,No,No,No,No,14.0,18.0,Yes
592866,API,Organic Search,No,No,0,3.0,306,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
602470,API,Organic Search,No,No,0,7.0,226,7.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
640235,Landing Page Submission,Direct Traffic,No,No,0,2.0,568,2.0,SMS Sent,E-COMMERCE,,No,No,No,No,No,No,13.0,14.0,Yes
597171,Landing Page Submission,Google,No,No,1,4.0,875,4.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,No
616130,API,Google,No,No,1,3.0,1490,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
601746,Landing Page Submission,Direct Traffic,No,No,0,4.0,150,4.0,Page Visited on Website,Hospitality Management,Unemployed,No,No,No,No,No,No,,,Yes
642046,Landing Page Submission,Google,No,No,0,8.0,699,8.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
585243,Landing Page Submission,Direct Traffic,No,No,0,2.0,145,2.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
602710,Landing Page Submission,Direct Traffic,No,No,1,3.0,936,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
594686,Landing Page Submission,Google,No,No,0,3.0,36,3.0,Form Submitted on Website,Finance Management,Working Professional,No,No,No,No,No,No,,,No
601783,Landing Page Submission,Direct Traffic,No,No,0,2.0,287,2.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
644594,Landing Page Submission,Direct Traffic,No,No,0,2.0,51,2.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,16.0,15.0,Yes
600979,Landing Page Submission,Google,No,No,1,3.0,1329,3.0,SMS Sent,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,,,No
615032,Landing Page Submission,Direct Traffic,No,No,0,2.0,1517,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes
637281,API,Direct Traffic,No,No,0,10.0,225,2.5,Page Visited on Website,,,No,No,No,No,No,No,,,No
605767,Landing Page Submission,Direct Traffic,No,No,1,8.0,1594,2.67,SMS Sent,Human Resource Management,,No,No,No,No,No,No,,,Yes
594482,Landing Page Submission,Google,No,No,1,4.0,1529,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,12.0,18.0,No
632565,Landing Page Submission,Google,No,No,0,9.0,890,9.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
586524,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
629357,API,Google,No,No,1,5.0,883,5.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
606982,Landing Page Submission,Direct Traffic,No,No,1,2.0,1628,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
596057,API,Google,No,No,1,2.0,888,1.0,SMS Sent,,,No,No,No,No,No,No,,,No
627062,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
640809,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No
607929,Landing Page Submission,Google,No,No,1,11.0,1107,2.75,SMS Sent,Finance Management,,No,No,No,No,No,No,,,Yes
592978,API,Direct Traffic,No,No,0,3.0,563,3.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
632239,Landing Page Submission,Organic Search,No,No,0,29.0,209,2.9,Page Visited on Website,Media and Advertising,Unemployed,No,No,No,No,No,No,16.0,16.0,Yes
598485,API,Organic Search,No,No,0,6.0,155,6.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
587886,Landing Page Submission,Direct Traffic,No,No,0,3.0,451,3.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
634595,Landing Page Submission,Organic Search,No,No,0,4.0,1255,4.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes
655024,Landing Page Submission,Organic Search,No,No,0,4.0,92,2.0,Email Link Clicked,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
633061,Landing Page Submission,Direct Traffic,No,No,0,3.0,73,3.0,Email Opened,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,Yes
593476,Landing Page Submission,Organic Search,No,No,0,6.0,170,3.0,Unreachable,Retail Management,,No,No,No,No,No,No,14.0,17.0,Yes
637854,Landing Page Submission,Google,No,No,1,5.0,1204,5.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
585977,Landing Page Submission,Direct Traffic,No,No,0,3.0,2087,3.0,SMS Sent,Operations Management,,No,No,No,No,No,No,14.0,18.0,Yes
601933,Landing Page Submission,Organic Search,No,No,0,5.0,223,2.5,Email Opened,Finance Management,,No,No,No,No,No,No,,,Yes
617958,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
639615,Landing Page Submission,Google,No,No,0,5.0,415,5.0,Email Opened,Business Administration,,No,No,No,No,No,No,14.0,16.0,No
595003,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
644862,Landing Page Submission,Google,No,No,0,6.0,1152,3.0,SMS Sent,Operations Management,,No,No,No,No,No,No,12.0,18.0,No
583573,Landing Page Submission,Direct Traffic,No,No,0,6.0,386,6.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
619261,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
610682,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
621270,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
588534,Landing Page Submission,Organic Search,No,No,0,29.0,286,14.5,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,16.0,17.0,Yes
610648,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,,,No,No,No,No,No,No,,,No
608733,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
586388,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,118,3.0,Email Bounced,E-COMMERCE,Unemployed,No,No,No,No,No,No,14.0,15.0,No
591057,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
620064,Landing Page Submission,Google,No,No,0,3.0,388,3.0,SMS Sent,Supply Chain Management,,No,No,No,No,No,No,,,No
618339,API,Google,No,No,1,4.0,586,2.0,SMS Sent,,,No,No,No,No,No,No,,,No
599985,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
583580,API,Organic Search,No,No,1,4.0,1074,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No
581942,API,Google,No,No,0,2.0,1385,2.0,SMS Sent,,,No,No,No,No,No,No,13.0,15.0,No
587366,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
657920,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
580221,Lead Add Form,,Yes,No,1,0.0,0,0.0,Unsubscribed,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
584379,Landing Page Submission,Organic Search,No,No,0,2.0,1449,2.0,Converted to Lead,Finance Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No
588631,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
597189,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
619523,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
604698,Landing Page Submission,Google,No,No,1,3.0,552,3.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,No
655119,Landing Page Submission,Organic Search,No,No,0,3.0,23,3.0,Email Opened,Finance Management,,No,No,No,No,No,No,13.0,18.0,Yes
603669,Lead Add Form,Reference,No,No,0,,31,,,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
584202,API,Chat,No,No,1,4.0,1137,1.33,Unreachable,Operations Management,Working Professional,No,No,No,No,No,No,15.0,14.0,Yes
607106,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
619515,Landing Page Submission,Direct Traffic,No,No,0,5.0,1515,2.5,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
612572,API,Google,No,No,1,3.0,789,1.0,SMS Sent,,,No,No,No,No,No,No,,,No
631027,Landing Page Submission,Direct Traffic,Yes,No,1,2.0,1645,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
642128,Landing Page Submission,Google,No,No,0,5.0,371,2.5,Form Submitted on Website,Finance Management,,No,No,No,No,No,No,13.0,18.0,No
646688,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
603161,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
648641,API,Direct Traffic,No,No,0,10.0,21,3.33,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
637705,API,Google,No,No,0,3.0,52,3.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
603939,Landing Page Submission,Google,No,No,0,6.0,348,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,13.0,17.0,No
635736,Landing Page Submission,Direct Traffic,No,No,0,10.0,1395,5.0,Email Opened,Operations Management,,No,No,No,No,No,No,14.0,18.0,Yes
637169,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,19.0,No
581979,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,15.0,16.0,No
614091,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,15.0,19.0,No
659474,Landing Page Submission,Google,No,No,0,12.0,809,4.0,Unreachable,Finance Management,,No,No,No,No,No,No,13.0,18.0,No
631591,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
597017,Landing Page Submission,Google,No,No,1,5.0,858,1.67,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
641602,API,Google,No,No,1,3.0,481,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
590775,Landing Page Submission,Direct Traffic,No,No,0,2.0,162,2.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,14.0,18.0,Yes
636856,API,Direct Traffic,No,No,0,2.0,196,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
623687,Landing Page Submission,Google,No,No,0,6.0,1236,6.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,,,Yes
654254,Landing Page Submission,Organic Search,No,No,0,2.0,414,2.0,Converted to Lead,Travel and Tourism,,No,No,No,No,No,No,13.0,14.0,Yes
632862,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
657123,Landing Page Submission,Google,No,No,0,4.0,67,4.0,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,18.0,No
646839,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,16.0,15.0,No
579942,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,91,2.0,SMS Sent,Finance Management,,No,No,No,No,No,No,13.0,18.0,Yes
592684,API,Chat,No,No,1,2.0,273,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,13.0,14.0,Yes
593069,API,Google,No,No,1,4.0,952,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
592406,API,Organic Search,No,No,0,5.0,193,5.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
598440,API,Direct Traffic,No,No,1,2.0,2140,2.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
645636,API,Google,No,No,1,6.0,1366,6.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
649023,Landing Page Submission,Google,No,No,1,5.0,814,5.0,Chat Conversation,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,17.0,No
614777,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
657423,Landing Page Submission,Referral Sites,No,No,0,17.0,71,3.4,Unreachable,Select,Unemployed,No,No,No,No,No,No,13.0,16.0,No
591354,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
603390,Landing Page Submission,Organic Search,No,No,1,14.0,1627,14.0,Email Opened,Retail Management,,No,No,No,No,No,No,,,Yes
583036,Landing Page Submission,Direct Traffic,No,No,0,4.0,74,4.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
618807,API,Google,No,No,0,3.0,381,3.0,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
645149,Landing Page Submission,Google,No,No,0,2.0,1288,2.0,Email Opened,Travel and Tourism,,No,No,No,No,No,No,14.0,16.0,No
594761,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,17.0,15.0,No
631282,API,Google,No,No,1,5.0,1469,5.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
586175,Landing Page Submission,Google,No,No,0,6.0,1353,6.0,Email Opened,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,15.0,18.0,No
617559,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Student,No,No,No,No,No,No,,,No
587384,Lead Add Form,Reference,Yes,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,13.0,17.0,No
618387,API,Chat,No,No,0,5.0,393,2.5,Email Opened,Operations Management,,No,No,No,No,No,No,14.0,14.0,No
641959,Landing Page Submission,Google,No,No,1,6.0,76,3.0,Email Opened,Operations Management,Working Professional,No,No,No,No,No,No,15.0,19.0,No
631453,Landing Page Submission,Direct Traffic,No,No,0,3.0,20,3.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,,,Yes
594671,Landing Page Submission,Direct Traffic,No,No,0,1.0,290,1.0,Converted to Lead,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
599310,Landing Page Submission,Google,No,No,1,3.0,346,3.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,No
581637,API,Google,No,No,1,3.0,268,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No
634056,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,,,No
602920,Landing Page Submission,Direct Traffic,No,No,0,3.0,33,1.5,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
600689,Landing Page Submission,Direct Traffic,No,No,1,7.0,17,3.5,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
634669,Lead Add Form,Reference,Yes,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,17.0,No
646330,API,Organic Search,No,No,1,3.0,1557,3.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,15.0,No
656715,Lead Add Form,Reference,No,No,1,,43,,,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,19.0,No
654712,Landing Page Submission,Google,Yes,No,0,4.0,347,4.0,Email Bounced,IT Projects Management,Unemployed,No,No,No,No,No,No,12.0,13.0,No
630462,Landing Page Submission,Organic Search,No,No,1,4.0,813,2.0,SMS Sent,Travel and Tourism,Working Professional,No,No,No,No,No,No,,,Yes
625984,API,Google,No,No,1,6.0,1292,6.0,SMS Sent,Hospitality Management,Unemployed,No,No,No,No,No,No,,,No
639504,API,Google,No,No,1,2.0,1196,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
607231,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
623622,API,Google,No,No,1,6.0,596,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
617544,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
626738,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
643054,Landing Page Submission,Direct Traffic,No,No,0,3.0,100,3.0,SMS Sent,,,No,No,No,No,No,No,14.0,17.0,No
597323,Landing Page Submission,Google,No,No,1,8.0,1061,2.67,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
620783,Landing Page Submission,Direct Traffic,No,No,1,2.0,857,2.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,Yes
598757,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Student,No,No,No,No,No,No,,,No
611478,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Working Professional,No,No,No,No,No,No,,,No
606677,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
603419,Landing Page Submission,Direct Traffic,No,No,0,2.0,140,2.0,Form Submitted on Website,,,No,No,No,No,No,No,,,No
658618,API,Referral Sites,No,No,0,4.0,904,4.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,17.0,13.0,No
616149,Landing Page Submission,Google,No,No,1,4.0,1081,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
600091,Landing Page Submission,Direct Traffic,No,No,0,4.0,77,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
580086,Landing Page Submission,Direct Traffic,No,No,0,2.0,54,2.0,Email Opened,Supply Chain Management,Student,No,No,No,No,No,No,15.0,19.0,Yes
635329,Landing Page Submission,Direct Traffic,No,No,0,5.0,1961,5.0,SMS Sent,International Business,,No,No,No,No,No,No,14.0,18.0,Yes
639722,Landing Page Submission,Direct Traffic,No,No,1,3.0,1087,1.5,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
